"lat","lon"
-1.95124042,30.10046429
-1.94722909,30.05283723
-1.9439,30.0594
-1.9594744,30.1278846
-2.08333333,29.75
-1.9487374,30.0599152
-1.93333,30.1167
-2.60951519,29.73681355
-1.48333,29.6167
-1.9501,30.05877
-1.94722873,30.06684278
-1.956726,30.062761
-1.9501,30.05877
-1.96358537,30.11799663
-1.9501,30.05877
-1.70456258,29.26003465
-1.95066829,30.09892456
-1.92278353,30.09371501
-1.95243325,30.13793366
-1.96011392,30.10818553
-1.8967,30.2386
-1.92726465,30.09097391
-1.7833,30.0333
-1.9501,30.05877
-1.978106,30.044125
-2.163865,28.779436
-1.96377288,30.11772699
-1.92260776,30.09358266
-1.9478044,30.1306014
-1.68614,29.25728
-1.9390481,30.0849613
-1.6333,29.8333
-1.9501,30.05877
-1.95284832,30.1023928
-1.9457291,30.0614926
-1.92278109,30.093813
-1.98333,30.0667
-1.9639043,30.1346859
-1.95,30.06
-1.9439,30.0594
-1.968935,30.098025
-1.95078227,30.12453133
-1.94659989,30.06208613
-1.92871826,30.0984007
-1.92294203,30.09388047
-1.954418,30.113935
-1.9671134,30.0570884
-1.94779402,30.09301868
-1.9498659,30.0919682
-1.94367678,30.05979538
-1.9746722,30.163635
-1.9439,30.0594
-1.9465475,30.0620334
-1.94995,30.05885
-1.73348188,30.88192951
-1.9694167,30.0867064
-1.9501,30.05877
-1.9659132,30.0967413
-1.93164,30.11388
-2.19290648,30.24083862
-1.5,30.2
-1.94076835,30.10231346
-1.9454472,30.0614302
-1.9264637,30.1099973
-1.9435255,30.0598926
-1.9439,30.0594
-1.9439,30.0594
-2.0268159,30.1032958
-1.6707425,29.2624045
-1.95,30.06667
-1.50768285,29.64332694
-1.94477475,30.12851056
-2.14556,30.0914
-1.9353194,30.0705319
-2.07583,29.3578
-1.9501,30.05877
-1.9501,30.05877
-1.9409688,30.0967515
-1.96638889,30.13305556
-1.95945,30.1387
-1.94946899,30.06142993
-1.95,30.06667
-1.9452592,30.1228961
-2.49562485,28.87787045
-1.94936708,30.43865304
-1.93239447,30.07603875
-1.95934577,30.10782912
-1.9439,30.0594
-1.9308764,30.13035
-2.49765277,28.87450715
-2.60936546,29.73361301
-2.4914903,28.8907018
-1.9667,30.09982
-1.9433327,30.0584814
-1.9511759,30.0687357
-1.95625651,30.06284894
-1.9439,30.0594
-1.9356036,30.0465415
-1.92225012,30.09671893
-1.9501,30.05877
-1.98333,30.0667
-2.7,29.8667
-1.9501,30.05877
-1.9501,30.05877
-1.7333,30.3
-1.9501,30.05877
-1.9501,30.05877
-1.92909275,30.10903127
-1.95,30.06667
-1.9726053,30.0985297
-1.9501,30.05877
-2.4975656,28.8743999
-2.13,28.78
-2,30
-1.92464045,30.09512544
-1.9746722,30.163635
-1.981545,30.119814
-1.9552874,30.0574175
-1.94661139,30.06205104
-1.93313275,30.10840941
-2.0667,29.7333
-1.94669,30.05924
-1.8,29.3333
-1.9524604,30.0753571
-1.9453345,30.1208563
-1.87418422,30.71514468
-1.95,30.06667
-2.61413002,29.7390604
-1.95801159,30.09585601
-1.95,30.06
-1.93112025,30.05987479
-2.01722,30.5486
-1.94387154,30.05952455
-1.991181,30.0463012
-1.9442,30.0587807
-1.96375905,30.1180248
-1.95063806,30.09350644
-1.9639498,30.1420216
-1.95644684,30.06261469
-1.98333,30.0667
-1.95,30.06667
-1.95502778,30.11422222
-1.9501,30.05877
-2.6,29.75
-1.9636398,30.101577
-1.9167,29.9667
-1.9460431,30.128235
-1.9606439,30.107503
-1.95626993,30.06283541
-1.9552265,30.1128672
-1.97399964,30.06663049
-1.9354115,30.070505
-1.8740935,30.71515613
-1.94447771,30.08968755
-1.95562442,30.09794802
-1.9481169,30.4293721
-2.4915761,28.8893484
-1.9577723,30.0696173
-2.36730469,28.89957938
-1.94669,30.05924
-1.9501,30.05877
-1.520768,29.493043
-2.1022,28.9298
-2.0720628,29.363493
-2.49562485,28.87787045
-1.9501,30.05877
-1.95007624,30.09102861
-1.9487642,30.0784877
-2.60544014,29.74374485
-1.95,30.06
-1.9782688,30.0437315
-1.9464,29.8989
-1.9198482,30.0915137
-1.92272033,30.09361569
-2.3,29.95
-1.9625,30.1056
-1.69873675,29.24252539
-1.7075519,29.2645894
-1.94555556,30.52027778
-1.47609003,29.7395791
-1.9501,30.05877
-1.9401047,30.0606586
-1.9501,30.05877
-1.9501,30.05877
-1.9439,30.0594
-1.956306,30.0631287
-1.7076937,29.2643575
-1.93268,30.07829
-1.9439,30.0594
-1.96480048,30.05905208
-1.952506,30.075431
-1.48333333,29.53333333
-1.9501,30.05877
-2.6169055,29.74193271
-1.94707,29.876381
-1.9176978,30.0912876
-1.945478,30.1049969
-1.9174778,30.0914766
-1.94936708,30.43865304
-1.94661139,30.06205104
-1.9501,30.05877
-1.9501,30.05877
-1.95142554,30.07850389
-1.95,30.06667
-1.96362549,30.13486505
-1.9625,30.1056
-1.9439,30.0594
-1.9433248,30.07135963
-1.96928024,30.09925608
-2,30
-1.94555556,30.52027778
-1.95,30.06
-1.9809324,30.2221973
-2.6277344,29.0129751
-2.088337,29.7600351
-1.9355667,30.0651428
-1.9323814,30.0959373
-1.9501,30.05877
-1.64060589,29.86252729
-1.945537,30.061424
-1.95,30.06
-1.9501,30.05877
-1.9439,30.0594
-1.9651472,30.1421502
-1.9501,30.05877
-1.9480507,30.0595135
-1.9761943,30.0726855
-1.96352749,30.13492961
-1.9439,30.0594
-1.9517924,30.103891
-1.9602752,30.0789805
-1.9354711,30.0704919
-2.2,29.76666667
-1.96386781,30.11286349
-2.49967,28.88066
-1.9467468,30.1302405
-1.9705786,30.1044288
-1.50048623,29.63235281
-1.9439,30.0594
-1.95,30.06
-1.9182783,30.0582266
-1.9501,30.05877
-1.9655677,30.0771191
-1.9417693,30.0555955
-1.948996,30.0690709
-1.9442,30.0587807
-1.94661139,30.06205104
-1.95,30.06
-1.94669,30.05924
-1.95,30.06667
-1.9470672,30.0869235
-1.96362549,30.13486505
-2.44749103,29.10407269
-1.96638889,30.13305556
-1.9439,30.0594
-1.9442,30.0587807
-1.9647876,30.1011994
-1.9598707,30.0949164
-1.9501,30.05877
-1.95127173,30.1116183
-1.9501,30.05877
-1.55733461,29.71288097
-1.96375905,30.1180248
-1.48333333,29.53333333
-1.9480392,30.0598444
-1.92263743,30.09363924
-1.9439,30.0594
-1.98199,30.04659
-1.9439,30.0594
-1.95502778,30.11422222
-1.42916667,29.54833333
-1.9324248,30.097402
-1.95,30.06667
-1.95142714,30.11154086
-1.5087,29.64243
-1.9501905,30.0882847
-1.9501,30.05877
-1.9501,30.05877
-1.9314217,30.0905521
-1.9501,30.05877
-1.9439,30.0594
-1.95129,30.07535
-2.4595931,29.00648492
-1.9501,30.05877
-1.9501,30.05877
-1.9689246,30.0995591
-1.95626993,30.06283541
-1.9501,30.05877
-1.511312,29.64196907
-1.9501,30.05877
-1.9724717,30.0902141
-1.70455364,29.2600428
-1.65,29.45
-1.46971491,29.61901626
-1.66326985,30.25014747
-2.62471962,29.74641037
-1.9708866,30.0839472
-1.9439,30.0594
-1.96023408,30.11044629
-1.95059229,30.09351377
-1.9098861,30.5008653
-1.9439,30.0594
-1.9501,30.05877
-1.51890431,29.6549222
-1.95857,30.11182
-1.9510536,30.1248346
-1.9439,30.0594
-1.92250019,30.09385924
-1.79861,30.5006
-1.94707,29.876381
-1.9501,30.05877
-1.917462,30.0915189
-1.96877365,30.10059828
-1.48333333,29.53333333
-1.9477062,30.0926972
-1.9176807,30.091148
-1.96362549,30.13486505
-1.98333,30.0667
-1.9538054,30.10405649
-1.9314219,30.0905492
-1.95562442,30.09794802
-1.9635344,30.1345632
-1.91849681,30.09711338
-1.9501,30.05877
-2.60874939,29.73488235
-1.9459322,30.1284803
-1.9501,30.05877
-1.94885,30.0787185
-1.9501,30.05877
-1.949589,30.131293
-2.6281,29.7519
-1.95,30.06667
-1.93423639,30.10961833
-1.96386818,30.11777409
-1.96862,30.06181
-1.9439,30.0594
-1.94737995,30.12714055
-1.9439,30.0594
-1.956726,30.062761
-2.19290648,30.24083862
-1.9439,30.0594
-1.83333,30.05
-1.9595491,30.1170469
-1.94119965,30.04452853
-1.9548668,30.0777836
-1.9439,30.0594
-1.95813374,30.06212605
-1.95075897,30.12458925
-1.9228298,30.0934598
-1.94990626,30.09198275
-1.6333,29.9833
-1.9439,30.0594
-1.95435608,30.09571559
-1.9597672,30.08599
-1.48333,29.6167
-1.9606274,30.1127567
-1.96638889,30.13305556
-1.94858106,30.0608742
-1.9548571,30.0777814
-1.9477967,30.1051547
-1.96638889,30.13305556
-1.94468198,30.0895941
-1.9463497,30.061823
-2.60645008,29.72908974
-1.947537,30.06419068
-1.96829937,30.07855327
-1.9439,30.0594
-1.7074746,29.2647217
-1.93125271,30.06035049
-1.9439,30.0594
-1.9501,30.05877
-1.9501,30.05877
-1.5511739,29.6359959
-1.9501,30.05877
-1.9456796,30.0638644
-1.9501,30.05877
-1.9439,30.0594
-1.978106,30.044125
-1.96638889,30.13305556
-1.9501,30.05877
-1.83333,30.05
-1.95792,30.10945
-2.49658144,28.88074586
-1.9637949,30.1565848
-2.486886,28.891334
-1.95502778,30.11422222
-1.9501,30.05877
-1.94993605,30.0921387
-1.9511279,30.1249931
-1.9346577,30.0788161
-1.9501,30.05877
-1.94669,30.05924
-1.9370271,30.0655797
-1.9459417,30.128438
-1.9764931,30.072906
-1.707694,29.2643587
-1.9551985,30.112907
-1.9501,30.05877
-1.9701966,30.0490097
-1.95,30.06
-1.9839559,30.1973819
-1.9174624,30.0915187
-1.95,30.06
-1.9713193,30.0965191
-1.94388333,30.05945
-2.60659981,29.73229027
-1.9501,30.05877
-1.923061,30.093493
-1.917462,30.0915191
-1.9408297,30.10341848
-2.60215473,29.74169827
-1.9591552,30.10873497
-1.5609859,29.6363511
-1.95,30.06667
-1.9787298,30.2157275
-1.94238525,30.05751944
-1.5047,30.0061
-1.95,30.06667
-1.92354965,30.10667992
-1.9501,30.05877
-1.9473761,30.0751047
-2.49765277,28.87450715
-1.9439,30.0594
-1.9749212,30.0742665
-1.42816565,29.5550241
-1.95,30.06
-1.95093845,30.12454969
-2.61381245,29.74199772
-1.64637264,30.85862807
-2.15333,30.6114
-1.989451,30.100296
-1.94612877,30.09234223
-1.99410491,30.10753537
-1.95142714,30.11154086
-1.9567366,30.0632013
-1.9270582,30.0753207
-1.9279094,30.07153082
-1.9439,30.0594
-2.4929708,28.8889896
-1.95520368,30.09850858
-1.9452554,30.1229028
-1.9501,30.05877
-1.95,30.06
-1.960721,30.136944
-1.9439,30.0594
-1.951743,30.0762486
-1.9532404,30.1114715
-1.954418,30.113935
-1.9439,30.0594
-1.93268,30.07829
-1.4333,30.4
-1.927003,30.091871
-2.4167,28.9333
-1.9472559,30.0595608
-1.946016,30.1287794
-1.9501,30.05877
-1.46971491,29.61901626
-1.9501,30.05877
-1.6707425,29.2624045
-1.9501,30.05877
-1.94872888,30.0568916
-1.9439,30.0594
-2.49216889,28.88376282
-1.9501,30.05877
-1.9439,30.0594
-1.95,30.06
-1.9655759,30.0770623
-1.9501,30.05877
-1.9525106,30.08122664
-1.9501,30.05877
-1.92273,30.0937
-1.9439,30.0594
-1.95351,30.1017
-1.9753478,30.044676
-1.5833,29.8667
-1.9439,30.0594
-1.9637949,30.1565848
-1.9581705,30.0621593
-1.9690631,30.0802777
-1.9473761,30.0751047
-1.94583145,30.1049938
-1.97406116,30.06664356
-1.95252914,30.08132533
-1.97185,30.12845
-1.9725978,30.0985057
-1.9501,30.05877
-1.95562748,30.06372363
-1.95,30.06
-1.9548487,30.113961
-1.48333,29.6167
-1.94556,30.5203
-1.50917,29.64386
-2.05556,29.3497
-1.9439,30.0594
-1.95,30.06
-1.9427599,30.0591845
-1.92279794,30.09372658
-1.9594085,30.0777966
-1.9501,30.05877
-1.9566088,30.0629321
-1.9501,30.05877
-1.9175653,30.0915801
-1.9501,30.05877
-2.25,30.73333333
-1.957876,30.112735
-1.9199123,30.0915607
-1.95,30.06667
-1.9501,30.05877
-1.6825,29.2969
-1.95,30.06
-1.9260045,30.0975742
-1.95112672,30.12294361
-1.9501,30.05877
-1.95160599,30.09225562
-1.9471069,30.0640886
-1.9189699,30.0689305
-2.0050835,30.0709415
-1.42803033,29.55511588
-1.9439,30.0594
-1.9501,30.05877
-1.93499984,30.07147985
-2.35760995,29.74959298
-1.91262835,30.08445159
-1.9501,30.05877
-2.686885,29.75371
-1.9536,30.12111
-1.95,30.06667
-1.92335112,30.09484825
-1.9547266,30.0800333
-1.922835,30.072634
-1.9347465,30.0789342
-1.93114041,30.06030883
-2.494345,28.8814194
-1.9839559,30.1973819
-1.93112025,30.05987479
-1.95,30.06667
-1.9439,30.0594
-1.96791091,30.05268617
-1.95621612,30.06289296
-1.9501,30.05877
-1.94669,30.05924
-1.9439,30.0594
-1.9191683,30.0941799
-1.9270582,30.0753207
-1.9501,30.05877
-1.48333333,29.53333333
-1.94754902,30.09277674
-1.9439,30.0594
-1.95,30.06
-1.95,30.06667
-1.95136535,30.10018827
-1.9625,30.1056
-1.9618771,30.0743783
-1.951088,30.099036
-1.9501,30.05877
-1.9689653,30.0846637
-1.96755778,30.09934041
-1.94556,30.5203
-1.9501,30.05877
-1.50176948,29.63745423
-1.95066829,30.09892456
-1.9498725,30.092006
-1.94241362,30.13818088
-1.9439,30.0594
-1.95,30.06
-1.8,29.5167
-1.9417815,30.0449326
-1.8667,29.9333
-1.93103047,30.13642132
-2.49765277,28.87450715
-1.9439,30.0594
-1.9726194,30.0985348
-2.1022,28.9298
-1.9501,30.05877
-2.4802895,28.89437305
-1.9442,30.0587807
-1.5833,29.65
-1.9439,30.0594
-2.49765277,28.87450715
-1.9439,30.0594
-1.92288238,30.09459136
-1.96555979,30.11775146
-1.9439,30.0594
-1.9196706,30.0930794
-1.9501,30.05877
-1.9501,30.05877
-1.93467501,30.07877592
-1.9544844,30.1182753
-1.95,30.06
-1.9648013,30.1327669
-1.9501,30.05877
-1.56080898,29.63604491
-1.94636488,30.07686831
-1.95338,30.060565
-2.4430107,29.7797196
-1.937009,30.0959346
-1.9860955,30.0430518
-1.935054,30.0493623
-1.95,30.06667
-1.95566598,30.05736052
-1.9501,30.05877
-1.9517471,30.0610927
-1.96361731,30.11798088
-1.9167,30.25
-1.96355475,30.13487494
-1.8,29.9833
-1.9439,30.0594
-1.9452592,30.1228951
-1.9479052,30.0713982
-1.952603,30.075482
-1.9439,30.0594
-1.9543525,30.09554126
-1.9467051,30.06224633
-1.9501,30.05877
-1.9832371,30.1051929
-1.96638889,30.13305556
-1.9439,30.0594
-1.9501,30.05877
-1.950013,30.1035485
-1.92266341,30.09357914
-1.95,30.06
-1.9383515,30.0988861
-1.9787514,30.0822401
-1.70278,29.2564
-1.92264,30.0937
-1.93103047,30.13642132
-1.9540501,30.1258126
-1.9174618,30.09152
-1.5023484,29.6198179
-1.94682586,30.06517291
-1.94427657,30.09073231
-1.9527171,30.1026735
-1.95,30.06
-1.95094254,30.11154086
-1.9511279,30.1249931
-1.98333,30.0667
-1.9440526,30.1182053
-1.95533187,30.13234681
-1.9501,30.05877
-2,30
-1.95,30.06667
-1.92867457,30.09811277
-1.9511186,30.1248525
-1.9680854,30.1551648
-1.98333,30.0667
-1.97516,30.07574
-1.9501,30.05877
-1.95689096,30.06289424
-1.9581027,30.0641391
-1.9501,30.05877
-2.60846615,29.73834991
-1.9501,30.05877
-1.9473761,30.0751047
-1.95350886,30.09830369
-2.44749103,29.10407269
-2.47570396,28.9083828
-1.95,30.06
-1.9315395,30.0910816
-1.9501,30.05877
-1.9849264,30.1095891
-1.94751128,30.06680712
-2.60656261,29.73149014
-1.9439,30.0594
-2.6095966,29.0201416
-1.96023952,30.11045645
-1.9501,30.05877
-1.95338,30.060565
-2.4667,29.85
-1.9501,30.05877
-1.9405581,30.4367033
-1.9850085,30.1309782
-1.94660312,30.06204175
-1.9439,30.0594
-1.9439,30.0594
-1.98333,30.0667
-1.9602462,30.1454353
-1.9501,30.05877
-1.9520642,30.0630932
-1.95883887,30.11904513
-1.9478221,30.1049707
-1.96551991,30.13910007
-2.61611111,29.74277778
-1.9589634,30.1205305
-1.9584302,30.1108109
-1.93615,30.100143
-1.43217139,29.59477198
-1.95627208,30.06283448
-2.0050835,30.0709415
-1.9439,30.0594
-1.95960454,30.10650873
-1.94888603,30.43791359
-1.6983705,29.258351
-1.960052,30.0674623
-1.9501,30.05877
-1.7076937,29.2643575
-1.9473761,30.0751047
-2.7344,29.6403
-1.9501,30.05877
-1.7339231,29.2731267
-1.95,30.06
-1.94471419,30.08961678
-1.96565906,30.09862505
-1.9469514,30.0646958
-1.89137101,29.99033928
-1.95626993,30.06283541
-1.9501,30.05877
-1.9439648,30.0592904
-1.50819716,29.64276334
-1.48333333,29.53333333
-1.9501,30.05877
-1.92868191,30.10892808
-1.96915,30.09927
-1.9228244,30.0725338
-1.9517,30.1154
-1.5039956,29.6363914
-1.9439,30.0594
-1.95,30.06
-1.9191282,30.0689665
-1.9630844,30.0600405
-1.9498301,30.0766034
-1.94724821,30.05296824
-1.9585894,30.1237438
-1.937063,30.0657755
-1.9501,30.05877
-1.9782603,30.0436789
-1.9727818,30.0447138
-1.9501,30.05877
-1.65,29.9
-1.967959,30.1551446
-1.9439,30.0594
-1.94863735,30.10364569
-1.9989534,30.0953263
-1.9198615,30.0915296
-1.9501,30.05877
-1.9280789,30.0948525
-1.92871826,30.0984007
-1.9501,30.05877
-1.93333,30.1167
-1.9560532,30.0634543
-1.9488308,30.1218935
-1.95790898,30.06267674
-1.95325261,29.98603764
-1.9501,30.05877
-1.92276316,30.09393278
-1.95621895,30.06279777
-1.95502778,30.11422222
-1.94661139,30.06205104
-2.03453489,30.37908022
-1.9271035,30.1122495
-1.96488242,30.06277447
-1.9501,30.05877
-1.9627929,30.0594822
-1.9903559,30.1323829
-1.98333,30.0667
-1.9501,30.05877
-1.95621612,30.06289296
-1.95,30.06667
-1.9383821,30.1106281
-1.86180142,30.42646361
-1.95917,30.6147
-1.9439,30.0594
-1.94891572,30.06910541
-1.9501,30.05877
-1.97812,30.10237
-1.9606255,30.112784
-1.9473544,30.0186281
-1.9442,30.0587807
-1.9726059,30.0985304
-1.9439,30.0594
-1.9501,30.05877
-1.9439,30.0594
-1.9439,30.0594
-1.94720152,30.05685744
-1.962928,30.1205357
-1.9512942,30.0788012
-1.95414,30.0984
-1.95626993,30.06283541
-1.9471834,30.0582802
-1.9501,30.05877
-1.9204596,30.0943148
-1.6248167,30.3878487
-1.96638889,30.13305556
-1.978106,30.044125
-1.94654492,30.06203566
-1.94992603,30.09199274
-1.95,30.06
-1.9501,30.05877
-1.9544844,30.1182753
-1.9501,30.05877
-1.9536,30.0606
-1.87414164,30.71511317
-1.9361565,30.0704129
-1.9746084,30.046402
-1.9501,30.05877
-1.9501,30.05877
-1.9501,30.05877
-1.9601703,30.1125562
-1.9469354,30.1261087
-1.33988452,29.36244233
-1.9653789,30.0634543
-1.9501,30.05877
-1.9757716,30.1286705
-1.9439,30.0594
-1.73391025,29.27324165
-1.92266827,30.09377268
-1.9466157,30.0600133
-1.9420444,30.0652709
-1.935195,30.12701
-1.94378135,30.05975174
-1.9663435,30.1055345
-1.94388333,30.05945
-1.42671327,30.01346297
-1.92279181,30.09542263
-2.1418116,30.0861986
-1.9501,30.05877
-1.9725974,30.0985064
-2.0050835,30.0709415
-1.9453345,30.1208563
-1.94388333,30.05945
-1.97694,30.1058
-1.9478148,30.0638528
-1.94358343,30.05979032
-1.9439,30.0594
-2.0050835,30.0709415
-1.9176969,30.0912888
-1.9501,30.05877
-1.9439,30.0594
-1.95554,30.07007
-1.978106,30.044125
-1.9501,30.05877
-1.9306257,30.1293697
-2.5167,29.5667
-1.94891892,30.06900717
-1.94564305,30.06109823
-1.42816565,29.5550241
-1.9501,30.05877
-1.9501,30.05877
-1.6747692,29.2605887
-1.9501,30.05877
-2,30
-1.9501,30.05877
-1.9501,30.05877
-1.95325261,29.98603764
-1.95111,30.2422
-1.6833,29.5167
-1.9501,30.05877
-1.9176959,30.0912892
-2.3,29.95
-2.5943823,29.7483996
-1.9534318,30.05433
-1.95,30.06667
-1.9439,30.0594
-1.95,30.06
-1.9439,30.0594
-1.9176805,30.091148
-1.89925921,30.07694609
-1.92263382,30.0937089
-1.8616969,30.42646328
-2.21667,29.05
-1.93112025,30.05987479
-1.93421921,30.10947836
-1.9229121,30.0939821
-1.95,30.06667
-1.9224869,30.0936077
-2.45,29.55
-1.95896001,30.11164208
-1.9587819,30.233679
-1.9222613,30.0573215
-1.9439,30.0594
-1.94888603,30.43791359
-1.9501,30.05877
-1.94892667,30.43798333
-1.9480706,30.1306014
-2.44811563,29.10316986
-1.9501,30.05877
-1.94554718,30.06136028
-1.92264925,30.0939047
-2,30
-1.9501,30.05877
-1.9726197,30.0985355
-2.30888889,28.80861111
-1.94512222,30.05975054
-1.83333,30.05
-1.95,30.06667
-1.94661139,30.06205104
-1.9671122,30.1638015
-1.9439,30.0594
-1.50002254,29.63324871
-2.61373806,29.74039841
-1.9442,30.0587807
-1.9529797,30.09793019
-1.92258823,30.09368056
-1.9746722,30.163635
-1.97392479,30.06656871
-1.48333333,29.53333333
-1.92859591,30.1092233
-1.94660259,30.06203787
-2.29,29.07
-1.9513993,30.10015533
-1.9625,30.1056
-1.9501,30.05877
-1.9556954,30.0630257
-1.9408297,30.10341848
-1.9623,30.10792
-1.95548624,30.05759929
-1.95335,30.1191
-1.9348574,30.0787933
-1.97746602,30.08789323
-1.70109,29.25632
-1.9439,30.0594
-1.9439,30.0594
-1.94661139,30.06205104
-1.95,30.06667
-1.3405312,29.36286884
-1.94806035,30.07857795
-1.9572798,30.1105346
-1.97483589,30.04813941
-1.9501,30.05877
-1.9482764,30.0599554
-1.9501,30.05877
-1.9439,30.0594
-1.48333,29.6167
-1.96028774,30.11045786
-1.9501,30.05877
-2.60544014,29.74374485
-1.9501,30.05877
-1.9501,30.05877
-1.9439,30.0594
-1.92278033,30.09515801
-1.50176948,29.63745423
-1.9439,30.0594
-1.9188704,30.0688892
-1.8833,29.95
-1.953521,30.102244
-1.94487274,30.12846926
-1.95,30.06667
-1.97838589,30.11168621
-1.977278,30.2215826
-1.7833,30.1167
-1.9501,30.05877
-1.9706309,30.0582932
-1.9501,30.05877
-1.9501,30.05877
-1.95547943,30.09807191
-1.9439,30.0594
-1.9439,30.0594
-1.95545882,30.09819709
-1.98199,30.04659
-1.9321734,30.0911924
-1.95872706,30.11031352
-1.95,30.06
-1.9439,30.0594
-1.9501,30.05877
-1.9345139,30.0786628
-1.95142866,30.11154086
-1.9439,30.0594
-1.94936656,30.06997003
-1.9439,30.0594
-1.9439,30.0594
-1.48333,29.6167
-2.45895771,28.90729463
-1.9501,30.05877
-1.9432496,30.0822469
-1.9501,30.05877
-1.92848381,30.10891752
-1.95,30.06
-1.94772953,30.10512912
-1.9439,30.0594
-1.50245665,29.63355798
-1.95,30.06
-1.96260422,30.11616655
-1.9439,30.0594
-1.99058,30.065679
-2.06166667,29.34833333
-1.93125271,30.06035049
-1.9501,30.05877
-1.9420444,30.0652709
-1.95155835,30.09248582
-1.9501,30.05877
-1.9501,30.05877
-1.92177772,30.09612949
-2.13949701,30.07434125
-1.9408297,30.10341848
-1.9198559,30.091523
-1.9596024,30.106624
-1.95066861,30.12451448
-1.9439,30.0594
-1.9473761,30.0751047
-1.95562442,30.09794802
-2,29
-1.95157002,30.09214434
-1.9517648,30.0741059
-1.95502778,30.11422222
-1.9439,30.0594
-1.9501,30.05877
-1.9603719,30.0632917
-2.205,30.145
-1.9608289,30.0706146
-1.95669798,30.08622372
-1.9728706,30.0887287
-1.9501,30.05877
-1.94028,30.0653
-1.937567,30.102077
-1.96362549,30.13486505
-1.9439,30.0594
-2.139041,30.074285
-1.9501,30.05877
-1.9501,30.05877
-1.96362549,30.13486505
-2.58083,29.7117
-1.95475,30.0642
-1.946611,30.053194
-1.9648,30.09681
-1.917462,30.0915189
-2.60656261,29.73149014
-1.9540458,30.070676
-1.70278,29.2564
-1.949895,30.435815
-1.9439,30.0594
-1.9174909,30.0914635
-1.48333333,29.53333333
-1.95,30.06667
-1.9229726,30.0942547
-1.95034079,30.05314191
-1.9457217,30.0614957
-1.94669,30.05924
-1.9501,30.05877
-1.9360983,30.0999288
-1.9544844,30.1182753
-1.93467501,30.07877592
-1.94388333,30.05945
-1.95502778,30.11422222
-1.95,30.06667
-1.97311069,30.18473623
-1.95884,30.11128
-1.9464675,30.1274497
-1.9452592,30.1228961
-1.95464435,30.11235686
-2.56017792,29.0265738
-1.9439,30.0594
-1.95,30.06
-1.9439,30.0594
-1.96369929,30.13487695
-1.92225479,30.09650026
-1.95,30.06
-1.9712835,30.0847299
-2.49765277,28.87450715
-1.93043754,30.13013782
-1.9473907,30.05295684
-1.9478199,30.1051137
-1.9598574,30.06820786
-1.9543525,30.09554126
-1.97812,30.10237
-2.05916484,29.33652065
-1.95,30.06667
-1.94427657,30.09073231
-1.9439,30.0594
-1.9557788,30.0625073
-1.6833,29.5167
-2.60828876,29.73372364
-1.9439,30.0594
-2.44753482,29.10432337
-1.9394096,30.0992376
-1.92457642,30.09322217
-1.9176969,30.0912904
-1.9452554,30.1229028
-1.946869,30.1261131
-1.9308,30.058
-1.94097292,30.04448135
-1.95830899,30.06952232
-1.9439,30.0594
-1.9485551,30.1225926
-1.9473761,30.0751047
-1.9527642,30.0797146
-1.93112025,30.05987479
-2.60992461,29.73667713
-1.9501,30.05877
-1.935766,30.098311
